movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,movie_feature
ten,Action Crime Drama,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan,Sanjay Dutt Sunil Shetty Abhishek Bachchan Anubhav Sinha Action Crime Drama
ten o'clock,unknown,Jugal Kishore,Geeta Bali,Daisy Irani,Satyendra Kapoor,Geeta Bali Daisy Irani Satyendra Kapoor Jugal Kishore unknown
tennis buddies,Sport,Sohail Tatari,unknown,unknown,unknown,unknown unknown unknown Sohail Tatari Sport
tera intezaar,Romance Thriller,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh,Arbaaz Khan Sunny Leone Bhani Singh Raajeev Walia Romance Thriller
tera jadoo chal gayaa,Musical Romance,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri,Abhishek Bachchan Kirti Reddy Sanjay Suri A. Muthu Musical Romance
tera karam mera dharam,Romance,K.K. Reddy,Raj Kiran,Sachin Pilgaonkar,Priti Sapru Walia,Raj Kiran Sachin Pilgaonkar Priti Sapru Walia K.K. Reddy Romance
tera kya hoga johnny,Crime Drama Thriller,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya,Neil Nitin Mukesh Sikandar Agarwal Aditya Bhattacharya Sudhir Mishra Crime Drama Thriller
tera kya hoga lambodar,unknown,Pradeep Goinsikar,Pawan Malhotra,Arjumman Mughal,unknown,Pawan Malhotra Arjumman Mughal unknown Pradeep Goinsikar unknown
tera mera pyaar,Drama Musical Romance,Hrishikesh Pandey,unknown,unknown,unknown,unknown unknown unknown Hrishikesh Pandey Drama Musical Romance
tera mera saath rahen,Drama,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar,Ajay Devgn Sonali Bendre Namrata Shirodkar Mahesh Manjrekar Drama
tera mera tedha medha,Comedy,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra,Rahul Bagga Geetika Tyagi Reema Vohra Chittaranjan Tripathy Comedy
tera naam mera naam,Romance,Ramesh Talwar,Suparna Anand,Tanvi Azmi,Shafi Inamdar,Suparna Anand Tanvi Azmi Shafi Inamdar Ramesh Talwar Romance
tera pati mera pyaar,Romance,Rajeev Raj,Sanjeevani Gupta,Sanjay,Ali Khan,Sanjeevani Gupta Sanjay Ali Khan Rajeev Raj Romance
tera tota meri maina,Thriller,Badal Kumar,Ali Khan,Yogendra Konkar,Anil Nagrath,Ali Khan Yogendra Konkar Anil Nagrath Badal Kumar Thriller
tera yaar hoon main,unknown,Ramya Krishnan,S.J. Suryah,unknown,unknown,S.J. Suryah unknown unknown Ramya Krishnan unknown
teraa surroor,Action Drama Romance,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah,Himesh Reshammiya Farah Karimaee Naseeruddin Shah Shawn Arranha Action Drama Romance
tere bin laden,Comedy Drama,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra,Ali Zafar Pradhuman Singh Piyush Mishra Abhishek Sharma Comedy Drama
tere bin laden: dead or alive,Comedy,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh,Deepak Chandra Manish Paul Pradhuman Singh Abhishek Sharma Comedy
tere bina kya jeena,Family,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen,Partho Ghosh Shekhar Suman Moon Moon Sen P.P. Ghosh Family
tere dwar khada bhagwan,Drama,Ravindra Dave,Ruby Mayer,Shahu Modak,Durga Khote,Ruby Mayer Shahu Modak Durga Khote Ravindra Dave Drama
tere ghar ke samne,Romance Musical Comedy,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,Dev Anand Nutan Rajendranath Malhotra Vijay Anand Romance Musical Comedy
tere ishq mein qurbaan,Drama,Shailendra Sen,Shobit Atrey,Heeba Shah,Maya Yadav,Shobit Atrey Heeba Shah Maya Yadav Shailendra Sen Drama
tere ishq nachaya,Romance,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh,Gavie Chahal Mannat Singh Kanwaljit Singh Ravinder Ravi Romance
tere jism se jaan tak,Mystery Romance,Raj Dayal,Shyam Bhimsaria,Dhananjay Galani,Ramesh Goyal,Shyam Bhimsaria Dhananjay Galani Ramesh Goyal Raj Dayal Mystery Romance
tere liye,Drama Family Musical,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,Imran Ahmed Khan Sonali Khare Neelu Kohli Sanjay Gadhvi Drama Family Musical
tere mere beech mein,Comedy Drama Romance,Dada Kondke,Master Bhagwan,Usha Chavan,Amjad Khan,Master Bhagwan Usha Chavan Amjad Khan Dada Kondke Comedy Drama Romance
tere mere phere,Comedy Drama Romance,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,Vinay Pathak Riya Sen Jagrat Desai Deepa Sahi Comedy Drama Romance
tere mere sapne,Action Comedy Drama,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,Chandrachur Singh Arshad Warsi Priya Gill Joy Augustine Action Comedy Drama
tere naal love ho gaya,Comedy Drama Romance,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,Riteish Deshmukh Genelia D'Souza Om Puri Mandeep Kumar Comedy Drama Romance
tere pyaar mein,Musical,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge,Mithun Chakraborty Abha Dhulia Vijayendra Ghatge Subhash Sharma Musical
teree sang: a kidult love story,Drama Romance,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor,Ruslaan Mumtaz Sheena Shahabadi Rajat Kapoor Satish Kaushik Drama Romance
teri aarzoo,Romance,Y H Rizvi,Yakub Hasan Rizvi,Girish Karnad,Ranjeeta Kaur,Yakub Hasan Rizvi Girish Karnad Ranjeeta Kaur Y H Rizvi Romance
teri baahon mein,Romance,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol,Mohnish Bahl Ayesha Shroff Navin Nischol Umesh Mehra Romance
teri bhabhi hai pagle,Action Comedy,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,Rajniesh Duggall Nazia Hussain Krishna Abhishek Vinod Tiwari Action Comedy
teri dilli meri dili,Drama,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,Pushpraj Gunjan Madhulika Jatolia Ridhi Jugran Sandeep Kumar Chandola Drama
teri diwali meri christmas,Adventure Fantasy Romance,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar,Anurag Jha Hemavaishnave Khushboo Moharkar Anurag Jha Adventure Fantasy Romance
teri jyot jale din raat,Drama,Satish Bhakri,Arpana Choudhary,Satish Kaul,Mehar Mittal,Arpana Choudhary Satish Kaul Mehar Mittal Satish Bhakri Drama
teri kasam,Romance,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad,Kumar Gaurav Poonam Dhillon Girish Karnad A.C. Trilogchander Romance
teri khata,Drama,Prashant Kumar Giri,Ankita Dave,Himani Sharma,Vishal Singh,Ankita Dave Himani Sharma Vishal Singh Prashant Kumar Giri Drama
teri maang sitaron se bhar doon,Family,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran,Nutan Padmini Kolhapure Raj Kiran Raj Khosla Family
teri meherbaniyan,Action Crime Drama,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran,Jackie Shroff Poonam Dhillon Raj Kiran Vijay Reddy Action Crime Drama
teri meri kahaani,Comedy Drama Romance,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai,Shahid Kapoor Priyanka Chopra Jonas Prachi Desai Kunal Kohli Comedy Drama Romance
teri mohabbat ke naam,Romance,Harbhajan Virdi,Mohnish Bahl,Ashwini Bhave,Birbal,Mohnish Bahl Ashwini Bhave Birbal Harbhajan Virdi Romance
teri nazar teri ada,Romance,unknown,unknown,unknown,unknown,unknown unknown unknown unknown Romance
teri payal mere geet,Drama Romance,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana,Govinda Meenakshi Sheshadri Alpana Rehman Naushad Drama Romance
teri pooja kare sansaar,Fantasy,Sudha Chopra,Bharat Kapoor,Mehar Mittal,Raza Murad,Bharat Kapoor Mehar Mittal Raza Murad Sudha Chopra Fantasy
teri talash mein,Drama Family Mystery,Kewal Misra,Rita Bhaduri,Krishna Ghattamaneni,Sudhir Pandey,Rita Bhaduri Krishna Ghattamaneni Sudhir Pandey Kewal Misra Drama Family Mystery
terminated childhood,Documentary,Gyaneshwar Dayal,unknown,unknown,unknown,unknown unknown unknown Gyaneshwar Dayal Documentary
terror,Action Crime Thriller,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma,Meka Srikanth Nikita Thukral Ravi Varma Satish Kasetty Action Crime Thriller
terror strike,Action,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain,Rajat Bedi Gayatri Raj Hussain Kamal Nathani Action
tessri gali,unknown,Kundan Kumar,Prem Adib,Abhi Bhattacharya,Mohan Choti,Prem Adib Abhi Bhattacharya Mohan Choti Kundan Kumar unknown
test tube baby,Drama,Mohan Sulibhavi,Ambika,Geetanjali,Rekha,Ambika Geetanjali Rekha Mohan Sulibhavi Drama
tevar,Action Drama Romance,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,Arjun Kapoor Sonakshi Sinha Manoj Bajpayee Amit Ravindernath Sharma Action Drama Romance
tezaab,Crime Drama,Srivinay Salian,Tushar Barmaiya,Aarya Dange,Tarun Dhakad,Tushar Barmaiya Aarya Dange Tarun Dhakad Srivinay Salian Crime Drama
tezz,Action Crime Drama,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,Anil Kapoor Ajay Devgn Mohanlal Priyadarshan Action Crime Drama
thackeray,Biography Drama,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,Nawazuddin Siddiqui Amrita Rao Radha Sagar Abhijit Panse Biography Drama
thakshak,Action Crime Drama,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri,Ajay Devgn Tabu Amrish Puri Govind Nihalani Action Crime Drama
thakur bhavani singh,Action,Gautami,Vijayakanth,unknown,unknown,Vijayakanth unknown unknown Gautami Action
thakur jarnail singh,Action,Mohammed Hussain,Dara Singh,Helen,Indira,Dara Singh Helen Indira Mohammed Hussain Action
thalaivi,Biography Drama,A.L. Vijay,Kangana Ranaut,Arvind Swamy,Bhagyashree,Kangana Ranaut Arvind Swamy Bhagyashree A.L. Vijay Biography Drama
thamizhan,Action Drama,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar,Joseph Vijay Priyanka Chopra Jonas Nassar A. Majid Action Drama
thanedaar,Action Crime Drama,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada,Jeetendra Sanjay Dutt Jaya Prada Raj N. Sippy Action Crime Drama
thanedarni,Action,Surinder Kapoor,Puneet Issar,Mukesh Khanna,Kiran Kumar,Puneet Issar Mukesh Khanna Kiran Kumar Surinder Kapoor Action
thanga magan,Action Drama,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima,Poornima Jayaram Aachi Manorama Poornima A. Jagannathan Action Drama
thanikkattu raja,Action,V.C. Guhanathan,Rajinikanth,Silk Smitha,Sridevi,Rajinikanth Silk Smitha Sridevi V.C. Guhanathan Action
thank god,Comedy,Indra Kumar,Rakul Preet Singh,Ajay Devgn,Sidharth Malhotra,Rakul Preet Singh Ajay Devgn Sidharth Malhotra Indra Kumar Comedy
thank you,Comedy,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol,Akshay Kumar Sonam Kapoor Bobby Deol Anees Bazmee Comedy
thanks maa,Crime Drama,Irfan Kamal,Master Shams,Master Salman,Master Jaffer,Master Shams Master Salman Master Jaffer Irfan Kamal Crime Drama
thappad,Drama,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra,Taapsee Pannu Pavail Gulati Kumud Mishra Anubhav Sinha Drama
thar,Thriller,Raj Singh Chaudhary,Anil Kapoor,Fatima Sana Shaikh,Harshvardhan Kapoor,Anil Kapoor Fatima Sana Shaikh Harshvardhan Kapoor Raj Singh Chaudhary Thriller
that girl in yellow boots,Crime Drama Mystery,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,Kalki Koechlin Prashant Prakash Naseeruddin Shah Anurag Kashyap Crime Drama Mystery
that's life,Drama Family,S.S. Vasan,M.K. Radha,Pushpavalli,Swaraj,M.K. Radha Pushpavalli Swaraj S.S. Vasan Drama Family
that's what it's all about: the journey of prem ratan dhan payo,Documentary,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal,Sooraj R. Barjatya Swara Bhaskar Deepak Dobriyal Vidhi Kasliwal Documentary
thavasi,Action Comedy Drama,Udayshankar,Vijayakanth,Soundarya,Vadivelu,Vijayakanth Soundarya Vadivelu Udayshankar Action Comedy Drama
thayillamal nannilai,Action Drama,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth,Kamal Haasan Sridevi Rajinikanth R. Thyagaraajan Action Drama
the 1% film,Comedy Drama Fantasy,Harishankar Tamminana,unknown,unknown,unknown,unknown unknown unknown Harishankar Tamminana Comedy Drama Fantasy
the 13th disciple,Adventure Fantasy Horror,Robert Sigl,unknown,unknown,unknown,unknown unknown unknown Robert Sigl Adventure Fantasy Horror
the accidental prime minister,Biography Drama,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert,Anupam Kher Akshaye Khanna Suzanne Bernert Vijay Ratnakar Gutte Biography Drama
the adventures of sinbad,Animation,Shinjan Neogi,Abhishek Panchal,unknown,unknown,Abhishek Panchal unknown unknown Shinjan Neogi Animation
the angrez,Comedy,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada,Kuntaa Nikkil Mast Ali Sowmya Bollapragada Kuntaa Nikkil Comedy
the angrez 2,Action Comedy,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy,Kuntaa Nikkil Raghu Kumar Karumanchi Izeqiel McCoy Kuntaa Nikkil Action Comedy
the announcement of war,Action,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh,Dharmendra Jaya Prada Dara Singh Anil Sharma Action
the arms drop,Documentary Biography Drama,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr,Musta Ali Mikhail Belinson Sami Darr Andreas Koefoed Documentary Biography Drama
the artist,Thriller,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,unknown,Mamta Bhatia Sunil Prem Vyas unknown Sunil Prem Vyas Thriller
the artist within,Drama Thriller,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,unknown,Mamta Bhatia Sunil Prem Vyas unknown Sunil Prem Vyas Drama Thriller
the attacks of 26/11,Action Crime Drama,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal,Nana Patekar Atul Kulkarni Sanjeev Jaiswal Ram Gopal Varma Action Crime Drama
the axe massacre,Horror,Vishwa Naidu,unknown,unknown,unknown,unknown unknown unknown Vishwa Naidu Horror
the bankrupts,Comedy Drama Family,Ramchandra P.N.,Hemanth Mahaur,Niraj Sah,unknown,Hemanth Mahaur Niraj Sah unknown Ramchandra P.N. Comedy Drama Family
the battle of bhima koregaon,Action Biography Drama,Ashu Trikha,Ramesh Thete,Arjun Rampal,Sunny Leone,Ramesh Thete Arjun Rampal Sunny Leone Ashu Trikha Action Biography Drama
the battle of cricket,Documentary Drama Sport,Manoj Srivastava,Karan Aanand,Martin Cronin,Aanchal Kohli,Karan Aanand Martin Cronin Aanchal Kohli Manoj Srivastava Documentary Drama Sport
the bfg,Adventure Family Fantasy,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton,Mark Rylance Ruby Barnhill Penelope Wilton Steven Spielberg Adventure Family Fantasy
the bhai,Action Thriller,Thomas Jacob,Ashraf Ali,Abbhimanyyu Singh,Priyanshu Painyuli,Ashraf Ali Abbhimanyyu Singh Priyanshu Painyuli Thomas Jacob Action Thriller
the big bull,Biography Crime Drama,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,Abhishek Bachchan Nikita Dutta Ileana D'Cruz Kookie Gulati Biography Crime Drama
the birth: 10000 bc,Adventure History,Dr. Vikram,Pratap Rana,unknown,unknown,Pratap Rana unknown unknown Dr. Vikram Adventure History
the black truth,Crime Drama,Mayank P. Srivastava,Pakhi Hegde,Himani Shivpuri,Mushtaq Khan,Pakhi Hegde Himani Shivpuri Mushtaq Khan Mayank P. Srivastava Crime Drama
the bleeding goddess,Drama,Eklavya Sakpal,unknown,unknown,unknown,unknown unknown unknown Eklavya Sakpal Drama
the blue umbrella,Comedy Drama Family,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal,Pankaj Kapur Shriya Sharma Deepak Dobriyal Vishal Bhardwaj Comedy Drama Family
the blueberry hunt,Action Thriller,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra,Kartik Elangovan Vinay Forrt Aahana Kumra Anup Kurian Action Thriller
the body,Mystery Thriller,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala,Emraan Hashmi Rishi Kapoor Sobhita Dhulipala Jeethu Joseph Mystery Thriller
the boro: fight for identity,Documentary History,Nishant Balgovind,unknown,unknown,unknown,unknown unknown unknown Nishant Balgovind Documentary History
the brave child,Adventure Drama,Ashwini Dangwal,Raghuvir Yadav,Alexx O'Nell,Krishna Singh Bisht,Raghuvir Yadav Alexx O'Nell Krishna Singh Bisht Ashwini Dangwal Adventure Drama
the brave journalist,Biography,Nishikant Kamat,unknown,unknown,unknown,unknown unknown unknown Nishikant Kamat Biography
the brawler,Action Drama Sport,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain,Vineet Kumar Singh Jimmy Sheirgill Zoya Hussain Anurag Kashyap Action Drama Sport
the bridge,Drama,Naresh Dudani,Ravindra Patil,Ravindra Patil,Mithun Chakraborty,Ravindra Patil Ravindra Patil Mithun Chakraborty Naresh Dudani Drama
the bright day,Drama,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor,Mohan Agashe Radhika Apte Rajit Kapoor Mohit Takalkar Drama
the buddhist monk,Adventure Crime Drama,Rattan Mann,Usha Singh,Deachen Angmo,Shantanu Arora,Usha Singh Deachen Angmo Shantanu Arora Rattan Mann Adventure Crime Drama
the burning train,Action Thriller,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra,Dharmendra Vinod Khanna Jeetendra Ravi Chopra Action Thriller
the cage of life,Drama,Prabhu Rathod,Ruby Bharaj,Mahima Gupta,Amarjeet Kumar,Ruby Bharaj Mahima Gupta Amarjeet Kumar Prabhu Rathod Drama
the camp,Adventure Drama,Nitin Mahadar,Sonali Kulkarni,Sanjay Mishra,Rakesh Bedi,Sonali Kulkarni Sanjay Mishra Rakesh Bedi Nitin Mahadar Adventure Drama
the chalbaaz,Action,Mohan Babu,Shilpa Shetty Kundra,unknown,unknown,Shilpa Shetty Kundra unknown unknown Mohan Babu Action
the chase,Thriller,Caarthick Raju,Anasuya Bharadwaj,Harish Uthaman,Bala Saravanan,Anasuya Bharadwaj Harish Uthaman Bala Saravanan Caarthick Raju Thriller
the cheat,Drama,Suresh Issar,Sudesh Issar,Vinod Khanna,Moushumi Chatterjee,Sudesh Issar Vinod Khanna Moushumi Chatterjee Suresh Issar Drama
the check post,Drama,Hassan Nazer,Krishna Gautam,Vikas Sharma,Jasmine Parida,Krishna Gautam Vikas Sharma Jasmine Parida Hassan Nazer Drama
the chess players,Comedy Drama History,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi,Sanjeev Kumar Saeed Jaffrey Shabana Azmi Satyajit Ray Comedy Drama History
the churning,Drama,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah,Girish Karnad Smita Patil Naseeruddin Shah Shyam Benegal Drama
the cinema travellers,Documentary,Shirley Abraham,Amit Madheshiya,unknown,unknown,Amit Madheshiya unknown unknown Shirley Abraham Documentary
the circle,Documentary,Philippa Frisby,unknown,unknown,unknown,unknown unknown unknown Philippa Frisby Documentary
the clap trap,unknown,Jill Misquitta,unknown,unknown,unknown,unknown unknown unknown Jill Misquitta unknown
the climb,Animation,Bhimsain,unknown,unknown,unknown,unknown unknown unknown Bhimsain Animation
the closed door,Thriller,Mayur Kachhadiya,Pooja Nayak,unknown,unknown,Pooja Nayak unknown unknown Mayur Kachhadiya Thriller
the coal mafiaa,Action,Ajay Kashyap,Arun Bakshi,Sudesh Berry,Diveyaa Dwivedi,Arun Bakshi Sudesh Berry Diveyaa Dwivedi Ajay Kashyap Action
the colour of my home,Documentary,Sanjay Barnela,unknown,unknown,unknown,unknown unknown unknown Sanjay Barnela Documentary
the comeback: a tale of irrelevance,Comedy,Sharvan Anenden,Nalini Aubeeluck,Edeen Bhugeloo,Palmesh Cuttaree,Nalini Aubeeluck Edeen Bhugeloo Palmesh Cuttaree Sharvan Anenden Comedy
the commandos,Animation,Rajiv Chilaka,unknown,unknown,unknown,unknown unknown unknown Rajiv Chilaka Animation
the cost,Crime,Neal Dhand,unknown,unknown,unknown,unknown unknown unknown Neal Dhand Crime
the court dancer: raj narkati,Drama,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta,Sadhona Bose Protima Dasgupta Binita Gupta Modhu Bose Drama
the cross,Horror,Nayeem Sheikh,Madalsa Sharma,Nahush Kumar Koli,unknown,Madalsa Sharma Nahush Kumar Koli unknown Nayeem Sheikh Horror
the crossings,Thriller,Luis Alvarez,Pradeep Katasani,Eric J. Vasquez,Kavi Raz,Pradeep Katasani Eric J. Vasquez Kavi Raz Luis Alvarez Thriller
the dancing god - shiva,Animation,unknown,unknown,unknown,unknown,unknown unknown unknown unknown Animation
the darjeeling limited,Adventure Comedy Drama,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,Owen Wilson Adrien Brody Jason Schwartzman Wes Anderson Adventure Comedy Drama
the dark jungle,Adventure Horror Mystery,Rakesh Sawant,Bhavesh Kumar,Shakti Kapoor,Sudesh Berry,Bhavesh Kumar Shakti Kapoor Sudesh Berry Rakesh Sawant Adventure Horror Mystery
the dark secrets of tonhi,Thriller,Shiraz Henry,Muntazir Ahmad,J. Brandon Hill,Natasha Sikka,Muntazir Ahmad J. Brandon Hill Natasha Sikka Shiraz Henry Thriller
the dark side of life: mumbai city,Drama,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul,Avii Mahesh Bhatt Sayed Gul Tariq Khan Drama
the darkness,Horror,Satyam Raj,Anmol Choudhary,Rishank Tiwari,Saurabh Chakravarty,Anmol Choudhary Rishank Tiwari Saurabh Chakravarty Satyam Raj Horror
the darling wife,Horror Thriller,Barshali Chatterjee,Amitabh Acharya,Tanika Basu,Tapas Basu,Amitabh Acharya Tanika Basu Tapas Basu Barshali Chatterjee Horror Thriller
the daughters of india,Drama,V.M. Vyas,Khurshid Begum,Ashique Husein,Leela Devi,Khurshid Begum Ashique Husein Leela Devi V.M. Vyas Drama
the deal,Thriller,Glen Barreto,unknown,unknown,unknown,unknown unknown unknown Glen Barreto Thriller
the deceivers,Adventure Crime Drama,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor,Pierce Brosnan Saeed Jaffrey Shashi Kapoor Nicholas Meyer Adventure Crime Drama
the demon of daingerfield,Horror,Robert Johnson,Robert Johnson,unknown,unknown,Robert Johnson unknown unknown Robert Johnson Horror
the destiny,Biography,Akash Sing,Akash Singh,Shahbaaz Khan,Mushtaq Khan,Akash Singh Shahbaaz Khan Mushtaq Khan Akash Sing Biography
the destiny samaj of banjaraa,Drama,Rajesh Ramdev Ram,Angelina Bhharwa,Faizaan Khan,Hussain Khan,Angelina Bhharwa Faizaan Khan Hussain Khan Rajesh Ramdev Ram Drama
the difference,Action,Dipanshu Dang,unknown,unknown,unknown,unknown unknown unknown Dipanshu Dang Action
the dirty dancer,Romance,Suresh Jain,Suresh Jain,Khushi,Nitin,Suresh Jain Khushi Nitin Suresh Jain Romance
the dirty mms,Drama,Sudhir Pillai,Rakesh,Sudhir,Gunj,Rakesh Sudhir Gunj Sudhir Pillai Drama
the dirty picture,Biography Comedy Drama,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,Vidya Balan Emraan Hashmi Tusshar Kapoor Milan Luthria Biography Comedy Drama
the dirty relation,Thriller,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu,Sanjay Chauhan Jasleen Matharu Kanwaljeet Matharu Kesar Matharu Thriller
the don,Crime Drama,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,Mithun Chakraborty Sonali Bendre Jugal Hansraj Farogh Siddique Crime Drama
the dream job,Drama,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare,Sadhvi Bhatt Zuber K. Khan Prasad Shikhare Mukesh Mishra Drama
the dream job-50$arupee,Drama,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare,Sadhvi Bhatt Zuber K. Khan Prasad Shikhare Mukesh Mishra Drama
the elder one,Action Crime Drama,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu,Nivin Pauly Shashank Arora Sanjana Dipu Geethu Mohandas Action Crime Drama
the end and the means,Documentary,Pawel Wojtasik,unknown,unknown,unknown,unknown unknown unknown Pawel Wojtasik Documentary
the evening show,Thriller,Parth Sharma,Chirag Arora,Apoorv Bansal,Akash Chaudhary,Chirag Arora Apoorv Bansal Akash Chaudhary Parth Sharma Thriller
the eyes,Horror,unknown,unknown,unknown,unknown,unknown unknown unknown unknown Horror
the fakir of venice,Drama,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika,Farhan Akhtar Annu Kapoor Jhilmil Hazrika Anand Surapur Drama
the fiancee,Drama Romance,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran,Ashok Kumar Meena Kumari Asitbaran Bimal Roy Drama Romance
the fiddle,Comedy Crime Drama,Manjit Singh,Manjit Singh,Adam Jogee,Dara Bharj,Manjit Singh Adam Jogee Dara Bharj Manjit Singh Comedy Crime Drama
the fighter,Action,Javed Khan,Mansi Dovhal,Javed Khan,unknown,Mansi Dovhal Javed Khan unknown Javed Khan Action
the film,Crime Drama Mystery,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi,Nassar Abdulla Ravi Baswani Rakesh Bedi Zunaid Memon Crime Drama Mystery
the film emotional atyachar,Comedy Crime Drama,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan,Ranvir Shorey Vinay Pathak Ravi Kishan Akshay Shere Comedy Crime Drama
the film love.com... the ultimate killing site,Action Crime Drama,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan,Jai Kalra Mika Singh Mumait Khan Vinod Mukhi Action Crime Drama
the final exit,Horror,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan,Kunaal Roy Kapur Mukesh Hariawala Elena Kazan Dhwanil Mehta Horror
the firm land,Drama,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala,Prem Datta Change Ji Abu Lala Chapour Haghighat Drama
the flip side: a truth that could not reach you,Documentary,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu,Subramanian Swamy Shiva Shambh Bhatt Asaram Bapu Utpal Kalal Documentary
